product_id,sku,product_name,category,subcategory,brand,unit_cost,selling_price,supplier_id,standard_lead_time_days,minimum_order_quantity,shelf_life_days,is_seasonal,launch_date,product_status,total_net_sales,total_units_sold,ABC_class,fast_moving_flag,slow_moving_flag,high_value_flag
P00144,GRO-00144-8713,ClearPath Max Pasta Sauce Jar,Grocery,Condiments & Sauces,ClearPath,4.28,5.99,SUP196,40,534,116.0,False,2024-02-13,Active,304.26,56,C,0,0,0
P00145,ELE-00145-2235,Everline Signature Lens Filter Set,Electronics,Cameras & Accessories,Everline,31.75,56.99,SUP174,30,135,,False,2026-04-30,Active,3166.05,59,B,0,0,0
P00146,SPO-00146-2931,Glacier Deluxe Yoga Block Set,Sports,Yoga & Wellness,Glacier,23.04,43.99,SUP046,19,186,,False,2026-03-28,Active,43144.8,1062,A,1,0,0
P00147,TOY-00147-3655,Vaultis Everyday Plus STEM Building Kit,Toys,Educational Toys,Vaultis,2.52,6.99,SUP016,34,477,,False,2026-02-07,Active,245.07,38,C,0,1,0
P00148,SPO-00148-7443,Willowbrook Signature Basketball,Sports,Team Sports Gear,Willowbrook,8.25,17.99,SUP068,31,260,,False,2024-04-22,Active,561.95,32,C,0,1,0
P00149,HOM-00149-9845,Palisade Classic Cast Iron Skillet,Home & Kitchen,Cookware,Palisade,26.49,45.99,SUP115,45,158,,False,2024-12-19,Active,10581.66,248,A,0,0,0
P00150,PER-00150-6977,Quinley Essential Digital Thermometer,Personal Care,Health Monitoring,Quinley,9.17,17.99,SUP050,59,202,71.0,False,2025-08-21,Active,423.09,26,C,0,1,1
P00151,TOY-00151-7883,BlueStone Deluxe Model Kit,Toys,Building Sets,BlueStone,22.1,36.99,SUP143,54,206,,False,2024-07-05,Active,8940.92,264,A,1,0,1
P00152,SPO-00152-8634,Everline Lite Resistance Bands Set,Sports,Fitness Equipment,Everline,23.8,44.99,SUP012,28,158,,False,2024-08-07,Active,3324.24,78,B,0,0,0
P00153,SPO-00153-8163,Meridian Deluxe Adjustable Dumbbell Set,Sports,Fitness Equipment,Meridian,10.81,24.99,SUP139,13,318,,True,2025-05-28,Seasonal,4967.01,210,B,0,0,0
P00154,PER-00154-3663,Fernwood Essential Digital Thermometer,Personal Care,Health Monitoring,Fernwood,4.31,7.99,SUP093,19,505,320.0,False,2026-02-09,Active,60.88,8,C,0,1,0
P00155,PER-00155-8860,Sunneva Deluxe Cotton Swabs Bulk,Personal Care,Personal Hygiene,Sunneva,7.9,12.99,SUP285,17,306,447.0,False,2024-05-28,Active,2026.42,170,C,0,0,0
P00156,BOO-00156-9320,Palisade Classic Activity Book,Books,Children's Books,Palisade,3.68,6.99,SUP262,14,514,,False,2024-01-10,Active,893.41,138,C,0,0,0
P00157,BEA-00157-7203,Aurelia Premium Bath Bomb Set,Beauty,Bath & Body,Aurelia,10.9,24.99,SUP277,62,316,116.0,False,2026-06-27,Active,1345.97,57,C,0,0,0
P00158,BEA-00158-2405,Vaultis Advanced Vitamin C Serum,Beauty,Skincare,Vaultis,7.36,12.99,SUP185,16,260,68.0,False,2025-01-19,Active,211.98,17,C,0,1,0
P00159,TOY-00159-7449,Quinley Ultra Card Game,Toys,Board Games & Puzzles,Quinley,9.72,17.99,SUP290,29,310,,False,2024-03-10,Active,2626.88,158,B,0,0,0
P00160,BOO-00160-5598,Halcyon Deluxe Literary Fiction Hardcover,Books,Fiction,Halcyon,7.28,11.99,SUP042,20,415,,False,2026-05-27,Active,3480.59,312,B,1,0,0
P00161,ELE-00161-7592,Halcyon Essential Sleep Tracker Ring,Electronics,Wearable Tech,Halcyon,132.6,248.99,SUP159,15,37,,False,2024-09-06,Active,5639.19,25,B,0,1,1
P00162,HOM-00162-1405,Vanture X200 Cast Iron Skillet,Home & Kitchen,Cookware,Vanture,3.56,7.99,SUP215,13,450,,False,2024-04-12,Active,602.71,83,C,0,0,0
P00163,PER-00163-4522,Driftwood Signature Deodorant 2-Pack,Personal Care,Personal Hygiene,Driftwood,3.87,6.99,SUP143,44,299,528.0,False,2025-09-01,Active,1747.64,269,C,1,0,0
P00164,AUT-00164-5769,Silverpine Essential Dash Cam,Automotive,Car Electronics,Silverpine,44.95,64.99,SUP052,53,101,,False,2025-11-24,Active,44970.27,750,A,1,0,1
P00165,PER-00165-1901,BlueStone Everyday Protein Powder,Personal Care,Vitamins & Supplements,BlueStone,4.53,7.99,SUP180,20,506,227.0,False,2024-04-25,Active,2861.14,395,B,1,0,0
P00166,BEA-00166-5541,Halcyon Elite Eau de Parfum,Beauty,Fragrances,Halcyon,1.71,3.99,SUP290,29,501,350.0,False,2025-10-24,Active,756.84,206,C,0,0,0
P00167,TOY-00167-6489,Harborlight Max Magnetic Tile Set,Toys,Building Sets,Harborlight,18.8,41.99,SUP155,37,109,,False,2024-12-10,Active,2136.74,55,B,0,0,1
P00168,AUT-00168-6274,NorthPoint Premium Tire Pressure Gauge,Automotive,Tools & Equipment,NorthPoint,17.88,25.99,SUP058,8,151,,False,2024-10-18,Active,2308.89,96,B,0,0,0
P00169,GRO-00169-8198,Driftwood Series 2 Oatmeal Packets,Grocery,Breakfast Foods,Driftwood,2.56,3.99,SUP012,31,670,319.0,True,2025-08-31,Seasonal,75.6,21,C,0,1,0
P00170,HOM-00170-4836,Meridian Deluxe Electric Kettle,Home & Kitchen,Small Appliances,Meridian,11.57,27.99,SUP022,55,156,,False,2024-02-25,Active,1938.41,76,C,0,0,0
P00171,PER-00171-3109,Foundry Compact Electric Toothbrush,Personal Care,Oral Care,Foundry,4.88,7.99,SUP227,48,407,428.0,False,2024-06-02,Active,3539.46,480,B,1,0,0
P00172,ELE-00172-2307,Silverpine Compact Soundbar,Electronics,Headphones & Audio,Silverpine,33.9,59.99,SUP144,23,158,,False,2026-01-29,Active,4910.69,86,B,0,0,0
P00173,BOO-00173-2641,Meridian Series 2 Mystery Novel,Books,Fiction,Meridian,7.5,13.99,SUP050,68,317,,True,2026-06-17,Seasonal,634.3,48,C,0,0,1
P00174,SPO-00174-4211,Meridian Everyday Shin Guards,Sports,Team Sports Gear,Meridian,44.25,71.99,SUP258,41,155,,False,2026-04-05,Active,1201.42,18,C,0,1,1
P00175,SPO-00175-9612,Silverpine Premium Basketball,Sports,Team Sports Gear,Silverpine,19.06,39.99,SUP116,13,219,,False,2025-12-15,Active,3504.0,95,B,0,0,0
P00176,GRO-00176-7847,Fernwood Everyday Plus Breakfast Bar Box,Grocery,Breakfast Foods,Fernwood,2.66,4.05,SUP237,37,342,324.0,False,2024-04-26,Active,95.32,26,C,0,1,0
P00177,SPO-00177-2245,Ridgeline Deluxe Cycling Gloves,Sports,Cycling,Ridgeline,9.53,17.99,SUP245,17,342,,False,2024-10-08,Discontinued,0.0,0,C,0,1,0
P00178,HOM-00178-6525,Lumino Classic Pillow 2-Pack,Home & Kitchen,Bedding & Linens,Lumino,25.05,59.99,SUP210,23,160,,False,2026-02-12,Active,38233.76,694,A,1,0,0
P00179,AUT-00179-5938,Timbercrest Everyday Plus Tire Shine Kit,Automotive,Tire & Wheel Care,Timbercrest,32.9,48.99,SUP290,32,186,,False,2025-10-12,Discontinued,96.31,2,C,0,1,0
P00180,HOM-00180-2987,Amberfield Everyday Plus Pillow 2-Pack,Home & Kitchen,Bedding & Linens,Amberfield,20.74,36.99,SUP270,22,242,,True,2026-01-29,Seasonal,1084.48,31,C,0,1,0
P00181,SPO-00181-7669,Rockridge Compact Adjustable Dumbbell Set,Sports,Fitness Equipment,Rockridge,32.64,56.99,SUP028,54,95,,False,2025-01-09,Active,5236.03,99,B,0,0,0
P00182,TOY-00182-1082,Solstice Pro Counting Puzzle,Toys,Educational Toys,Solstice,4.14,6.99,SUP088,38,325,,False,2025-06-10,Active,641.15,100,C,0,0,0
P00183,HOM-00183-1855,Trailhaven Ultra Drawer Dividers,Home & Kitchen,Storage & Organization,Trailhaven,11.8,27.99,SUP281,35,264,,False,2025-11-03,Active,2858.22,110,B,0,0,0
P00184,HOM-00184-6678,Driftwood Essential Table Lamp,Home & Kitchen,Home Decor,Driftwood,17.63,35.99,SUP181,11,116,,False,2025-12-15,Active,13306.84,394,A,1,0,0
P00185,TOY-00185-6044,UrbanNest Lite Vehicle Toy Set,Toys,Action Figures & Playsets,UrbanNest,10.42,16.99,SUP118,18,228,,False,2025-10-23,Active,59.52,4,C,0,1,0
P00186,ELE-00186-6355,Aurelia Everyday Over-Ear Headphones,Electronics,Headphones & Audio,Aurelia,26.55,49.99,SUP258,39,212,,False,2024-02-06,Active,12731.22,279,A,1,0,0
P00187,HOM-00187-7120,ClearPath Signature Throw Pillow Set,Home & Kitchen,Home Decor,ClearPath,23.82,54.99,SUP174,28,162,,False,2024-07-03,Discontinued,0.0,0,C,0,1,0
P00188,BEA-00188-9175,Rockridge Max Vitamin C Serum,Beauty,Skincare,Rockridge,10.59,27.99,SUP102,15,212,283.0,True,2025-03-28,Seasonal,1106.33,42,C,0,0,0
P00189,PER-00189-1393,Glacier Max Multivitamin Bottle,Personal Care,Vitamins & Supplements,Glacier,3.95,7.99,SUP068,25,311,198.0,False,2025-09-29,Active,10828.92,1460,A,1,0,0
P00190,CLO-00190-8151,Everline Ultra Denim Jacket,Clothing,Men's Apparel,Everline,6.94,12.99,SUP258,44,379,,False,2026-05-31,Discontinued,49.48,4,C,0,1,0
P00191,BEA-00191-4778,Aurelia Deluxe Lipstick Set,Beauty,Makeup,Aurelia,3.9,11.99,SUP258,37,587,172.0,False,2024-10-01,Active,2154.5,194,B,0,0,0
P00192,PER-00192-3341,Vanture Elite Body Wipes,Personal Care,Personal Hygiene,Vanture,5.26,10.99,SUP274,21,496,239.0,False,2025-12-07,Active,4424.61,438,B,1,0,0
P00193,CLO-00193-5268,Halcyon Essential Compression Shorts,Clothing,Activewear,Halcyon,36.16,54.99,SUP231,19,79,,False,2025-08-28,Discontinued,380.84,8,C,0,1,1
P00194,BEA-00194-5892,Everline Advanced Fragrance Gift Set,Beauty,Fragrances,Everline,6.96,17.99,SUP039,58,198,340.0,False,2024-09-01,Active,426.36,26,C,0,1,0
P00195,BEA-00195-6002,Willowbrook X200 Body Wash,Beauty,Bath & Body,Willowbrook,9.58,16.99,SUP108,50,371,140.0,False,2024-06-06,Active,892.02,56,C,0,0,0
P00196,GRO-00196-3435,Solstice Pro Oatmeal Packets,Grocery,Breakfast Foods,Solstice,3.8,5.36,SUP084,40,604,449.0,False,2025-07-22,Active,183.14,37,C,0,1,0
P00197,GRO-00197-1357,Meridian Everyday Hot Sauce Set,Grocery,Condiments & Sauces,Meridian,1.5,2.99,SUP064,12,551,291.0,False,2024-10-26,Active,438.57,159,C,0,0,0
P00198,SPO-00198-7001,Vaultis Signature Camping Tent,Sports,Outdoor Recreation,Vaultis,25.17,51.99,SUP237,29,114,,False,2024-07-12,Active,12309.2,252,A,0,0,0
P00199,ELE-00199-9040,Crestmark Advanced USB-C Hub,Electronics,Laptop Accessories,Crestmark,28.71,54.99,SUP027,39,154,,False,2024-07-18,Active,2146.39,42,B,0,0,0
P00200,SPO-00200-9150,Vanture Lite Camping Tent,Sports,Outdoor Recreation,Vanture,12.14,27.99,SUP140,28,194,,False,2024-07-21,Active,11511.43,444,A,1,0,0
P00201,HOM-00201-8743,Glacier Lite Shelving Unit,Home & Kitchen,Storage & Organization,Glacier,18.04,25.99,SUP258,39,219,,False,2024-03-24,Active,20581.34,848,A,1,0,0
P00202,BEA-00202-2966,NorthPoint Everyday Plus Shampoo & Conditioner Set,Beauty,Haircare,NorthPoint,18.79,36.99,SUP234,8,135,287.0,False,2024-06-21,Active,4255.1,125,B,0,0,1
P00203,HOM-00203-8678,Vertex Lite Stock Pot,Home & Kitchen,Cookware,Vertex,36.19,51.99,SUP068,26,159,,False,2026-06-08,Active,6826.6,141,B,0,0,1
P00204,CLO-00204-6884,Halcyon Compact Kids Graphic Tee,Clothing,Kids' Apparel,Halcyon,8.14,19.99,SUP012,26,233,,False,2024-06-22,Active,813.64,43,C,0,0,0
P00205,SPO-00205-5676,Glacier Ultra Soccer Ball,Sports,Team Sports Gear,Glacier,33.8,70.99,SUP115,45,90,,False,2025-01-07,Discontinued,0.0,0,C,0,1,0
P00206,GRO-00206-3661,Comet Series 2 Baking Mix,Grocery,Pantry Staples,Comet,2.83,4.99,SUP171,58,442,145.0,False,2025-03-31,Active,1191.57,254,C,1,0,0
P00207,HOM-00207-8092,Comet Compact Pillow 2-Pack,Home & Kitchen,Bedding & Linens,Comet,23.45,34.99,SUP258,39,94,,False,2025-10-02,Active,10747.83,334,A,1,0,0
P00208,HOM-00208-2096,NorthPoint Everyday Drawer Dividers,Home & Kitchen,Storage & Organization,NorthPoint,27.36,60.99,SUP158,21,165,,False,2024-10-09,Active,7917.44,143,A,0,0,0
P00209,TOY-00209-8210,Ironclad Premium Playset,Toys,Action Figures & Playsets,Ironclad,14.38,33.99,SUP068,29,132,,False,2026-01-24,Active,10132.31,314,A,1,0,0
P00210,GRO-00210-9133,Sunneva Elite Breakfast Bar Box,Grocery,Breakfast Foods,Sunneva,2.86,4.99,SUP195,52,355,446.0,False,2025-12-10,Active,59.38,13,C,0,1,0
P00211,TOY-00211-9667,Aurelia Classic Construction Blocks,Toys,Building Sets,Aurelia,6.46,13.99,SUP115,41,406,,False,2025-04-08,Active,2989.57,232,B,0,0,0
P00212,GRO-00212-8955,Crestmark Everyday Pasta Variety Pack,Grocery,Pantry Staples,Crestmark,4.19,7.99,SUP247,6,414,112.0,False,2026-03-26,Active,5225.97,704,B,1,0,0
P00213,HOM-00213-8345,ClearPath Elite Wall Art Set,Home & Kitchen,Home Decor,ClearPath,71.58,110.99,SUP008,22,93,,False,2024-11-13,Active,15079.18,149,A,0,0,1
P00214,SPO-00214-7786,Ostrom Everyday Plus Camp Chair,Sports,Outdoor Recreation,Ostrom,31.02,52.99,SUP115,45,111,,False,2025-03-20,Active,30386.76,625,A,1,0,0
P00215,CLO-00215-2074,Sunneva Classic Kids Graphic Tee,Clothing,Kids' Apparel,Sunneva,24.42,62.99,SUP115,42,220,,False,2025-06-29,Active,20993.27,355,A,1,0,1
P00216,ELE-00216-3997,Ironclad Deluxe Security Camera,Electronics,Smart Home Devices,Ironclad,23.26,31.99,SUP165,9,228,,True,2024-06-23,Seasonal,636.58,21,C,0,1,0
P00217,PER-00217-2283,Vanture Series 2 Razor Set,Personal Care,Shaving & Grooming,Vanture,4.7,7.99,SUP098,49,342,104.0,False,2024-03-15,Active,2312.12,312,B,1,0,0
P00218,HOM-00218-4296,BlueStone Signature Electric Kettle,Home & Kitchen,Small Appliances,BlueStone,35.23,55.99,SUP115,37,159,,False,2026-06-29,Active,1533.33,30,C,0,1,1
P00219,GRO-00219-5576,Cedarwood Series 2 Cereal Box,Grocery,Breakfast Foods,Cedarwood,10.68,13.99,SUP211,23,310,107.0,False,2024-02-14,Active,87.93,7,C,0,1,1
P00220,BEA-00220-8939,Vertex Everyday Plus Sunscreen SPF50,Beauty,Skincare,Vertex,26.83,57.99,SUP034,44,201,238.0,False,2024-02-12,Active,3736.77,69,B,0,0,1
P00221,CLO-00221-7384,Fernwood Ultra Toddler Joggers,Clothing,Kids' Apparel,Fernwood,12.15,20.99,SUP056,6,301,,False,2024-04-02,Active,21247.38,1097,A,1,0,0
P00222,TOY-00222-8314,Palisade X200 Family Board Game,Toys,Board Games & Puzzles,Palisade,12.01,25.99,SUP022,65,219,,False,2025-05-16,Active,774.74,31,C,0,1,0
P00223,ELE-00223-8517,Aurelia Lite Phone Case,Electronics,Mobile Accessories,Aurelia,20.02,36.99,SUP064,13,154,,False,2024-09-01,Active,213.78,7,C,0,1,0
P00224,PER-00224-8254,Harborlight Premium Probiotic Capsules,Personal Care,Vitamins & Supplements,Harborlight,3.58,7.99,SUP150,46,617,355.0,False,2024-07-19,Active,205.7,27,C,0,1,0
P00225,BOO-00225-1106,Lumino Max Study Guide,Books,Educational & Reference,Lumino,6.58,10.99,SUP042,18,296,,False,2026-02-23,Active,2476.23,242,B,0,0,0
P00226,PER-00226-9525,Driftwood Compact Hand Sanitizer 3-Pack,Personal Care,Personal Hygiene,Driftwood,5.03,9.99,SUP019,14,379,207.0,False,2026-05-05,Active,453.14,48,C,0,0,0
P00227,TOY-00227-4902,Cedarwood Lite 1000-Piece Puzzle,Toys,Board Games & Puzzles,Cedarwood,3.36,5.99,SUP296,17,304,,False,2026-03-09,Discontinued,17.16,3,C,0,1,0
P00228,PER-00228-3256,Lumino Everyday Plus Water Flosser,Personal Care,Oral Care,Lumino,6.01,9.99,SUP126,51,278,206.0,False,2024-10-23,Active,303.14,32,C,0,1,0
P00229,BOO-00229-4811,Fernwood Elite Literary Fiction Hardcover,Books,Fiction,Fernwood,4.13,7.99,SUP248,38,295,,False,2024-03-18,Active,1334.68,179,C,0,0,0
P00230,GRO-00230-5971,Trailhaven Lite Sparkling Water Case,Grocery,Beverages,Trailhaven,3.78,5.34,SUP214,14,280,159.0,False,2026-05-23,Active,1630.73,332,C,1,0,0
P00231,BEA-00231-7249,Ridgeline Pro Cologne,Beauty,Fragrances,Ridgeline,3.88,6.99,SUP032,51,382,147.0,True,2025-05-12,Seasonal,481.33,75,C,0,0,0
P00232,SPO-00232-4759,Driftwood Lite Sleeping Bag,Sports,Outdoor Recreation,Driftwood,50.48,93.99,SUP152,11,106,,False,2026-06-06,Active,13351.1,157,A,0,0,1
P00233,BEA-00233-5987,BlueStone Essential Body Wash,Beauty,Bath & Body,BlueStone,2.94,8.99,SUP159,12,621,354.0,False,2024-06-01,Active,3318.46,396,B,1,0,0
P00234,SPO-00234-4708,ClearPath Deluxe Meditation Cushion,Sports,Yoga & Wellness,ClearPath,33.24,53.99,SUP030,8,144,,False,2026-05-09,Active,2212.19,45,B,0,0,0
P00235,ELE-00235-8223,Fernwood X200 Security Camera,Electronics,Smart Home Devices,Fernwood,23.35,41.99,SUP026,28,205,,True,2024-10-09,Seasonal,3817.74,98,B,0,0,0
P00236,AUT-00236-1916,Ridgeline Premium Wheel Cleaner,Automotive,Tire & Wheel Care,Ridgeline,28.88,39.99,SUP065,13,110,,False,2025-12-23,Active,1476.11,40,C,0,1,0
P00237,HOM-00237-7299,Pinnacle Signature Pillow 2-Pack,Home & Kitchen,Bedding & Linens,Pinnacle,73.17,145.99,SUP064,11,107,,False,2024-04-10,Active,13300.21,97,A,0,0,1
P00238,PER-00238-6009,Solstice Advanced Toothbrush 4-Pack,Personal Care,Oral Care,Solstice,2.83,5.99,SUP069,34,315,133.0,False,2025-11-06,Active,335.96,64,C,0,0,0
P00239,HOM-00239-5324,Silverpine Lite Drawer Dividers,Home & Kitchen,Storage & Organization,Silverpine,10.62,25.99,SUP060,35,200,,False,2025-03-07,Active,445.78,18,C,0,1,0
P00240,ELE-00240-4472,Driftwood Max Wireless Mouse,Electronics,Laptop Accessories,Driftwood,163.51,234.99,SUP159,13,52,,False,2026-05-18,Active,11938.02,56,A,0,0,1
P00241,TOY-00241-3139,Ashford X200 Backyard Game Set,Toys,Outdoor Play,Ashford,13.68,28.99,SUP075,23,299,,False,2024-05-14,Active,11384.46,424,A,1,0,0
P00242,TOY-00242-3312,Willowbrook Deluxe Strategy Game,Toys,Board Games & Puzzles,Willowbrook,31.7,66.99,SUP225,49,88,,False,2024-07-22,Active,9529.49,154,A,0,0,1
P00243,SPO-00243-6797,Ridgeline Ultra Shin Guards,Sports,Team Sports Gear,Ridgeline,15.15,29.99,SUP014,10,162,,False,2025-08-03,Active,12883.03,466,A,1,0,0
P00244,PER-00244-2341,Pinnacle Compact Body Wipes,Personal Care,Personal Hygiene,Pinnacle,7.03,14.99,SUP171,57,218,172.0,False,2026-01-08,Active,4692.46,337,B,1,0,0
P00245,GRO-00245-3041,Cedarwood Premium Popcorn Variety Pack,Grocery,Snacks,Cedarwood,1.5,2.99,SUP225,62,679,92.0,False,2026-03-21,Active,257.98,93,C,0,0,0
P00246,AUT-00246-4901,Solstice Everyday Plus Car Charger,Automotive,Car Electronics,Solstice,20.28,32.99,SUP116,12,148,,True,2024-04-13,Seasonal,1318.42,43,C,0,0,0
P00247,GRO-00247-6827,Timbercrest Everyday Pasta Sauce Jar,Grocery,Condiments & Sauces,Timbercrest,2.22,3.54,SUP081,9,380,408.0,False,2024-01-07,Active,65.63,20,C,0,1,0
P00248,CLO-00248-4615,Silverpine Ultra Training Jacket,Clothing,Activewear,Silverpine,39.26,87.99,SUP077,18,118,,True,2024-11-26,Seasonal,733.41,9,C,0,1,1
P00249,BEA-00249-2360,Palisade Compact Eyeshadow Palette,Beauty,Makeup,Palisade,9.28,17.99,SUP084,51,263,374.0,False,2024-03-29,Active,8330.59,493,A,1,0,0
P00250,ELE-00250-8177,Cedarwood X200 Bluetooth Speaker,Electronics,Headphones & Audio,Cedarwood,69.43,137.99,SUP026,30,98,,False,2025-01-01,Active,4314.63,35,B,0,1,0
P00251,CLO-00251-2907,Vaultis Deluxe Running Shoes,Clothing,Footwear,Vaultis,5.28,14.99,SUP164,21,469,,False,2025-03-10,Active,319.48,24,C,0,1,0
P00252,TOY-00252-9479,BlueStone Deluxe Playset,Toys,Action Figures & Playsets,BlueStone,3.71,7.99,SUP171,51,619,,False,2026-06-26,Active,5172.61,698,B,1,0,0
P00253,HOM-00253-4866,Halcyon Classic Air Fryer,Home & Kitchen,Small Appliances,Halcyon,5.08,10.99,SUP108,66,245,,False,2024-01-31,Active,1588.26,155,C,0,0,0
P00254,PER-00254-8267,Vanture Premium Deodorant 2-Pack,Personal Care,Personal Hygiene,Vanture,4.07,7.99,SUP281,33,361,135.0,False,2024-10-19,Active,2234.54,302,B,1,0,0
P00255,CLO-00255-5668,Cedarwood Pro School Uniform Set,Clothing,Kids' Apparel,Cedarwood,5.27,9.99,SUP274,18,510,,False,2024-11-04,Active,734.52,80,C,0,0,0
P00256,HOM-00256-3326,Vertex Ultra Wall Art Set,Home & Kitchen,Home Decor,Vertex,16.24,34.99,SUP076,31,207,,False,2025-05-20,Discontinued,138.35,4,C,0,1,0
P00257,BOO-00257-9582,Timbercrest Deluxe Activity Book,Books,Children's Books,Timbercrest,5.62,9.99,SUP211,29,320,,False,2024-10-19,Active,1694.63,179,C,0,0,0
P00258,HOM-00258-3806,Ashford Compact Cast Iron Skillet,Home & Kitchen,Cookware,Ashford,15.17,24.99,SUP026,32,192,,False,2025-07-31,Active,3920.32,167,B,0,0,0
P00259,ELE-00259-6467,Kestrel Lite Phone Case,Electronics,Mobile Accessories,Kestrel,26.82,41.99,SUP218,60,192,,False,2026-02-13,Active,2592.08,67,B,0,0,0
P00260,SPO-00260-8194,Ostrom Max Soccer Ball,Sports,Team Sports Gear,Ostrom,4.32,7.99,SUP211,21,532,,False,2025-09-10,Active,7301.8,989,B,1,0,0
P00261,ELE-00261-4822,Ridgeline Pro Wireless Mouse,Electronics,Laptop Accessories,Ridgeline,88.54,123.99,SUP097,48,63,,False,2025-08-25,Active,41475.62,357,A,1,0,1
P00262,ELE-00262-8226,Glacier Everyday Soundbar,Electronics,Headphones & Audio,Glacier,8.77,17.99,SUP108,58,230,,False,2024-04-19,Active,5145.2,307,B,1,0,0
P00263,SPO-00263-8451,Lumino Advanced Yoga Mat,Sports,Fitness Equipment,Lumino,21.3,34.99,SUP164,23,197,,False,2026-03-20,Active,852.6,27,C,0,1,0
P00264,ELE-00264-3378,Norwell Ultra Video Doorbell,Electronics,Smart Home Devices,Norwell,126.23,263.99,SUP072,34,40,,False,2025-05-24,Active,1016.0,4,C,0,1,1
P00265,TOY-00265-2253,BlueStone X200 Kickball Set,Toys,Outdoor Play,BlueStone,3.53,9.99,SUP159,13,587,,False,2024-05-30,Active,6691.37,730,B,1,0,0
P00266,TOY-00266-1619,Copperfield Everyday Water Blaster,Toys,Outdoor Play,Copperfield,25.84,40.99,SUP269,28,87,,False,2025-08-01,Active,154.32,4,C,0,1,1
P00267,HOM-00267-1132,Norwell Classic Air Fryer,Home & Kitchen,Small Appliances,Norwell,58.41,135.99,SUP121,14,94,,True,2025-03-20,Seasonal,11484.39,90,A,0,0,1
P00268,CLO-00268-5753,Comet Max Denim Jacket,Clothing,Men's Apparel,Comet,18.93,46.99,SUP049,18,225,,False,2026-04-03,Active,4999.3,112,B,0,0,1
P00269,ELE-00269-3300,Timbercrest Elite Bluetooth Speaker,Electronics,Headphones & Audio,Timbercrest,117.41,182.99,SUP159,13,89,,False,2025-08-13,Active,9061.36,54,A,0,0,1
P00270,BOO-00270-4735,Norwell Everyday Plus Reference Encyclopedia,Books,Educational & Reference,Norwell,9.27,16.99,SUP180,17,295,,True,2026-05-23,Seasonal,934.72,60,C,0,0,1
P00271,ELE-00271-5794,Comet Lite Over-Ear Headphones,Electronics,Headphones & Audio,Comet,273.88,529.99,SUP156,23,42,,False,2026-06-08,Active,26612.46,53,A,0,0,1
P00272,PER-00272-3579,Willowbrook Pro Electric Toothbrush,Personal Care,Oral Care,Willowbrook,6.17,9.99,SUP008,20,389,182.0,False,2024-08-02,Active,417.3,44,C,0,0,0
P00273,HOM-00273-6726,Copperfield Lite Comforter,Home & Kitchen,Bedding & Linens,Copperfield,7.36,10.99,SUP190,53,391,,False,2024-09-23,Active,4724.51,467,B,1,0,0
P00274,SPO-00274-4499,NorthPoint Premium Yoga Mat,Sports,Fitness Equipment,NorthPoint,24.3,34.99,SUP012,26,91,,False,2024-07-10,Active,7471.92,229,B,0,0,0
P00275,ELE-00275-8212,ClearPath Premium Wireless Charger,Electronics,Mobile Accessories,ClearPath,90.96,123.99,SUP115,43,83,,False,2024-07-29,Active,7770.72,71,B,0,0,1
P00276,HOM-00276-2445,Quinley Premium Throw Pillow Set,Home & Kitchen,Home Decor,Quinley,17.06,28.99,SUP115,34,234,,False,2025-09-15,Discontinued,167.47,6,C,0,1,0
P00277,BEA-00277-6429,Copperfield Ultra Facial Moisturizer,Beauty,Skincare,Copperfield,8.76,15.99,SUP257,14,375,317.0,False,2026-05-15,Active,1224.58,82,C,0,0,0
P00278,CLO-00278-3815,Copperfield Series 2 Blouse,Clothing,Women's Apparel,Copperfield,4.27,7.99,SUP258,43,373,,False,2025-03-22,Active,16494.75,2224,A,1,0,0
P00279,PER-00279-2045,ClearPath Deluxe Deodorant 2-Pack,Personal Care,Personal Hygiene,ClearPath,3.67,7.99,SUP225,62,596,140.0,False,2026-01-07,Active,268.47,36,C,0,1,0
