forecast_date,warehouse_id,product_id,forecast_horizon_days,forecast_demand_units,actual_demand_units,forecast_lower_bound,forecast_upper_bound,forecast_error,mape,forecast_accuracy
2026-05-01,WH03,P00596,7,0,0,0,0,0,0.0,100.0
2026-08-27,WH09,P03498,7,4,2,0,8,-2,100.0,0.0
2025-05-26,WH07,P03919,7,0,0,0,0,0,0.0,100.0
2025-12-07,WH01,P00146,7,1,1,0,2,0,0.0,100.0
2025-09-19,WH01,P02252,60,0,7,0,0,7,100.0,0.0
2025-02-08,WH02,P04768,60,129,3,0,335,-126,4200.0,0.0
2026-06-12,WH07,P02773,14,4,1,0,9,-3,300.0,0.0
2025-01-02,WH06,P04918,7,10,5,0,21,-5,100.0,0.0
2026-10-11,WH10,P03796,7,5,4,1,9,-1,25.0,75.0
2025-04-25,WH11,P04838,30,4,1,0,10,-3,300.0,0.0
2026-03-02,WH02,P03836,7,3,3,1,5,0,0.0,100.0
2026-09-18,WH01,P03787,30,33,32,0,86,-1,3.12,96.88
2025-06-23,WH11,P02401,14,158,105,72,244,-53,50.48,49.52
2025-03-24,WH12,P02752,30,0,2,0,0,2,100.0,0.0
2025-12-14,WH04,P00833,60,0,14,0,0,14,100.0,0.0
2025-02-21,WH02,P02134,14,1,15,0,2,14,93.33,6.67
2026-05-29,WH12,P00857,14,18,17,0,39,-1,5.88,94.12
2025-11-17,WH03,P01760,7,3,3,1,5,0,0.0,100.0
2025-01-25,WH02,P01830,30,0,9,0,0,9,100.0,0.0
2026-10-04,WH11,P03691,7,0,5,0,0,5,100.0,0.0
2025-11-16,WH09,P00375,14,0,0,0,0,0,0.0,100.0
2026-10-22,WH07,P00351,30,20,0,0,52,-20,,
2025-02-05,WH08,P01810,30,63,23,1,125,-40,173.91,0.0
2025-10-21,WH04,P01934,7,12,6,2,22,-6,100.0,0.0
2025-02-18,WH08,P01062,7,2,2,0,4,0,0.0,100.0
2025-09-07,WH06,P00723,60,0,0,0,0,0,0.0,100.0
2026-02-04,WH07,P01575,14,0,0,0,0,0,0.0,100.0
2025-07-14,WH07,P02559,30,2,0,0,5,-2,,
2025-03-19,WH12,P03347,14,12,12,0,31,0,0.0,100.0
2025-10-29,WH11,P04333,30,0,0,0,0,0,0.0,100.0
2025-11-26,WH07,P03142,60,125,117,0,325,-8,6.84,93.16
2025-01-06,WH11,P04336,14,1,0,0,2,-1,,
2026-04-17,WH02,P04026,60,12,0,0,31,-12,,
2026-01-27,WH02,P01517,60,0,61,0,0,61,100.0,0.0
2026-10-23,WH04,P04224,14,10,10,0,20,0,0.0,100.0
2025-05-24,WH02,P00903,7,22,13,10,34,-9,69.23,30.77
2026-07-15,WH04,P01229,14,2,13,0,4,11,84.62,15.38
2025-01-27,WH01,P03889,60,20,13,0,52,-7,53.85,46.15
2026-10-22,WH02,P02988,30,4,6,0,10,2,33.33,66.67
2025-01-26,WH04,P00098,30,44,58,0,98,14,24.14,75.86
2026-05-10,WH11,P00020,14,1,2,0,3,1,50.0,50.0
2026-01-25,WH02,P02364,30,7,0,0,18,-7,,
2025-08-22,WH04,P01024,60,53,0,0,138,-53,,
2025-07-27,WH03,P02084,60,0,7,0,0,7,100.0,0.0
2025-12-11,WH09,P01043,30,49,12,0,127,-37,308.33,0.0
2026-02-12,WH01,P00564,30,10,2,0,26,-8,400.0,0.0
2025-02-03,WH10,P01163,60,14,0,0,36,-14,,
2026-05-14,WH03,P04488,30,17,0,0,44,-17,,
2025-04-12,WH10,P00212,60,18,42,0,47,24,57.14,42.86
2025-12-01,WH09,P02802,30,0,10,0,0,10,100.0,0.0
2025-02-23,WH11,P00290,60,0,9,0,0,9,100.0,0.0
2026-05-11,WH02,P00104,7,16,20,3,29,4,20.0,80.0
2026-06-27,WH09,P00388,7,1,2,0,2,1,50.0,50.0
2026-09-11,WH06,P03655,14,3,12,0,6,9,75.0,25.0
2025-02-14,WH09,P03951,60,0,16,0,0,16,100.0,0.0
2026-09-19,WH09,P02176,14,3,1,0,6,-2,200.0,0.0
2025-03-16,WH03,P04561,60,24,24,0,62,0,0.0,100.0
2025-07-30,WH03,P01103,14,10,10,0,22,0,0.0,100.0
2026-09-12,WH02,P03944,7,1,1,0,2,0,0.0,100.0
2025-12-18,WH11,P02546,30,44,71,0,114,27,38.03,61.97
2025-07-31,WH02,P04329,30,0,8,0,0,8,100.0,0.0
2025-03-25,WH11,P00830,60,102,41,0,247,-61,148.78,0.0
2026-02-22,WH11,P04406,30,0,4,0,0,4,100.0,0.0
2025-05-29,WH05,P02548,7,2,2,0,4,0,0.0,100.0
2026-08-26,WH03,P03155,60,16,54,0,42,38,70.37,29.63
2026-06-17,WH07,P04007,14,0,11,0,0,11,100.0,0.0
2026-10-21,WH03,P02133,60,70,78,0,182,8,10.26,89.74
2025-12-10,WH02,P03084,30,24,0,0,62,-24,,
2025-02-08,WH09,P00723,30,10,0,0,26,-10,,
2025-08-22,WH11,P01197,14,31,13,0,67,-18,138.46,0.0
2025-12-25,WH04,P00463,60,0,0,0,0,0,0.0,100.0
2026-07-18,WH09,P00405,7,0,2,0,0,2,100.0,0.0
2026-03-24,WH11,P01683,7,4,6,1,7,2,33.33,66.67
2026-01-24,WH11,P02526,14,0,3,0,0,3,100.0,0.0
2025-07-09,WH09,P01104,30,0,7,0,0,7,100.0,0.0
2026-08-13,WH12,P00274,7,1,2,0,2,1,50.0,50.0
2026-05-22,WH12,P03802,60,5,6,0,13,1,16.67,83.33
2026-03-19,WH11,P03483,7,2,2,0,4,0,0.0,100.0
2026-10-11,WH06,P03444,60,0,26,0,0,26,100.0,0.0
2025-07-25,WH03,P00809,7,2,1,0,4,-1,100.0,0.0
2026-04-28,WH02,P01297,14,2,1,0,4,-1,100.0,0.0
2025-10-13,WH12,P03972,14,1,6,0,2,5,83.33,16.67
2026-10-24,WH09,P04548,7,0,1,0,0,1,100.0,0.0
2025-10-27,WH09,P03334,60,23,31,0,60,8,25.81,74.19
2026-03-26,WH03,P00200,30,0,2,0,0,2,100.0,0.0
2026-03-26,WH02,P03758,60,0,0,0,0,0,0.0,100.0
2025-06-04,WH06,P04967,14,18,14,10,26,-4,28.57,71.43
2026-06-26,WH08,P01517,60,204,0,0,530,-204,,
2025-05-05,WH11,P00574,30,5,4,0,13,-1,25.0,75.0
2025-08-18,WH06,P04018,7,4,7,1,7,3,42.86,57.14
2025-12-01,WH01,P03758,7,1,1,0,2,0,0.0,100.0
2026-08-13,WH12,P03717,7,7,8,0,15,1,12.5,87.5
2025-08-30,WH01,P03427,60,71,0,0,185,-71,,
2025-09-03,WH11,P04235,30,6,4,0,16,-2,50.0,50.0
2026-05-26,WH01,P03991,14,6,6,0,13,0,0.0,100.0
2025-08-23,WH08,P04402,60,10,8,0,26,-2,25.0,75.0
2025-09-02,WH05,P02797,14,1,0,0,3,-1,,
2026-07-07,WH02,P03609,60,24,4,0,62,-20,500.0,0.0
2026-05-21,WH07,P02168,14,1,2,0,2,1,50.0,50.0
2025-03-06,WH04,P01763,7,1,4,0,2,3,75.0,25.0
2025-08-13,WH09,P03177,7,6,0,1,11,-6,,
2026-07-27,WH05,P01646,14,2,2,0,4,0,0.0,100.0
2025-11-08,WH07,P03480,7,1,1,0,2,0,0.0,100.0
2026-10-29,WH09,P01258,60,66,106,0,172,40,37.74,62.26
2026-02-25,WH08,P01258,30,36,18,0,94,-18,100.0,0.0
2025-11-06,WH01,P02401,14,368,206,165,571,-162,78.64,21.36
2025-07-30,WH09,P01317,60,5,1,0,13,-4,400.0,0.0
2025-03-23,WH06,P02293,60,12,0,0,31,-12,,
2026-10-11,WH03,P02369,30,16,32,0,42,16,50.0,50.0
2026-08-04,WH09,P04369,30,0,2,0,0,2,100.0,0.0
2026-02-27,WH04,P00164,60,82,18,0,213,-64,355.56,0.0
2025-08-18,WH01,P03373,60,6,12,0,16,6,50.0,50.0
2026-05-04,WH11,P01873,14,0,13,0,0,13,100.0,0.0
2025-12-28,WH11,P04018,30,2,0,0,5,-2,,
2025-04-13,WH01,P04497,7,0,1,0,0,1,100.0,0.0
2026-01-05,WH01,P00877,7,13,21,2,24,8,38.1,61.9
2025-04-22,WH09,P00127,14,1,2,0,2,1,50.0,50.0
2025-03-14,WH11,P00581,14,0,2,0,0,2,100.0,0.0
2026-07-06,WH09,P00265,60,15,4,0,39,-11,275.0,0.0
2025-04-26,WH01,P00023,7,2,0,0,4,-2,,
2025-05-17,WH12,P03399,60,0,21,0,0,21,100.0,0.0
2025-03-26,WH09,P02224,30,67,0,0,174,-67,,
2025-05-27,WH08,P02589,60,27,5,0,70,-22,440.0,0.0
2026-09-21,WH09,P03683,7,0,5,0,0,5,100.0,0.0
2026-09-04,WH04,P03341,14,0,1,0,0,1,100.0,0.0
2025-01-11,WH01,P04612,7,5,5,1,9,0,0.0,100.0
2026-06-12,WH04,P02592,60,0,483,0,0,483,100.0,0.0
2025-05-16,WH01,P02336,14,13,15,0,28,2,13.33,86.67
2025-03-20,WH06,P03848,7,1,1,0,2,0,0.0,100.0
2026-09-11,WH02,P02143,14,90,88,48,132,-2,2.27,97.73
2026-01-20,WH09,P04119,60,1118,919,377,1859,-199,21.65,78.35
2025-07-06,WH11,P03581,60,0,10,0,0,10,100.0,0.0
2025-05-25,WH12,P04216,7,0,0,0,0,0,0.0,100.0
2026-10-06,WH04,P01225,14,10,3,0,22,-7,233.33,0.0
2025-07-08,WH09,P03249,14,8,4,0,17,-4,100.0,0.0
2025-05-24,WH08,P03117,60,67,219,0,174,152,69.41,30.59
2025-05-04,WH09,P00830,30,0,136,0,0,136,100.0,0.0
2025-03-27,WH10,P01234,14,10,0,0,22,-10,,
2026-07-26,WH08,P02691,7,7,4,0,15,-3,75.0,25.0
2025-08-04,WH09,P04924,14,17,23,0,43,6,26.09,73.91
2025-01-29,WH12,P03813,7,2,0,0,4,-2,,
2025-09-17,WH12,P02605,60,17,0,0,44,-17,,
2025-02-07,WH07,P02825,7,0,2,0,0,2,100.0,0.0
2025-05-03,WH04,P01163,14,1,2,0,2,1,50.0,50.0
2025-12-21,WH06,P00763,14,71,74,33,109,3,4.05,95.95
2026-01-15,WH09,P02247,30,2,6,0,5,4,66.67,33.33
2026-06-28,WH12,P04480,30,1,0,0,3,-1,,
2025-02-05,WH04,P00393,7,3,1,1,5,-2,200.0,0.0
2025-08-30,WH03,P03766,60,14,6,0,36,-8,133.33,0.0
2025-06-24,WH04,P00164,60,80,288,0,208,208,72.22,27.78
2026-02-23,WH03,P02732,7,6,6,0,12,0,0.0,100.0
2025-03-02,WH01,P03829,7,0,0,0,0,0,0.0,100.0
2025-05-12,WH09,P00041,30,0,36,0,0,36,100.0,0.0
2026-05-27,WH09,P03043,30,81,85,0,211,4,4.71,95.29
2026-02-04,WH04,P04562,30,18,21,0,37,3,14.29,85.71
2025-07-09,WH04,P04107,14,16,3,3,29,-13,433.33,0.0
2026-04-27,WH12,P04606,30,7,14,0,18,7,50.0,50.0
2025-01-16,WH09,P00626,7,8,8,1,15,0,0.0,100.0
2025-01-04,WH02,P00818,30,0,0,0,0,0,0.0,100.0
2026-06-11,WH02,P01709,30,16,13,0,42,-3,23.08,76.92
2026-01-29,WH09,P02473,30,0,0,0,0,0,0.0,100.0
2026-09-21,WH04,P02877,30,0,0,0,0,0,0.0,100.0
2026-05-10,WH04,P00972,7,10,7,2,18,-3,42.86,57.14
2026-10-05,WH04,P00672,30,1,1,0,3,0,0.0,100.0
2026-08-15,WH06,P00209,60,6,15,0,16,9,60.0,40.0
2025-07-20,WH01,P01124,14,5,3,0,10,-2,66.67,33.33
2025-10-16,WH09,P03530,7,5,9,1,9,4,44.44,55.56
2026-10-28,WH05,P02520,30,8,5,0,21,-3,60.0,40.0
2026-02-24,WH03,P01170,60,21,21,0,55,0,0.0,100.0
2026-05-05,WH11,P03053,14,0,1,0,0,1,100.0,0.0
2025-07-15,WH08,P02571,14,11,10,5,17,-1,10.0,90.0
2026-08-21,WH08,P02987,7,7,3,1,13,-4,133.33,0.0
2026-01-23,WH11,P02401,60,731,34,0,1571,-697,2050.0,0.0
2026-02-13,WH04,P01046,30,32,22,0,83,-10,45.45,54.55
2026-03-03,WH11,P04265,30,7,14,0,18,7,50.0,50.0
2026-08-20,WH11,P03393,30,9,4,0,23,-5,125.0,0.0
2026-06-26,WH10,P01405,60,0,0,0,0,0,0.0,100.0
2025-04-06,WH08,P01083,7,2,2,0,4,0,0.0,100.0
2026-06-14,WH01,P04936,60,54,17,0,140,-37,217.65,0.0
2025-02-28,WH03,P00763,14,8,2,4,12,-6,300.0,0.0
2025-09-19,WH11,P03571,7,0,2,0,0,2,100.0,0.0
2026-08-04,WH03,P01573,30,0,24,0,0,24,100.0,0.0
2025-07-04,WH06,P00207,14,13,11,0,28,-2,18.18,81.82
2026-09-26,WH08,P03899,60,194,41,0,504,-153,373.17,0.0
2025-11-20,WH09,P03039,30,25,25,0,65,0,0.0,100.0
2026-02-08,WH04,P03259,14,1,5,0,2,4,80.0,20.0
2026-07-01,WH01,P03087,60,39,67,0,101,28,41.79,58.21
2025-11-16,WH07,P02777,60,13,0,0,34,-13,,
2025-07-17,WH04,P02970,14,0,0,0,0,0,0.0,100.0
2025-03-22,WH02,P04786,7,1,3,0,2,2,66.67,33.33
2025-02-22,WH04,P00079,7,0,0,0,0,0,0.0,100.0
2025-11-03,WH10,P00215,7,0,1,0,0,1,100.0,0.0
2025-05-27,WH09,P01527,14,0,0,0,0,0,0.0,100.0
2026-06-12,WH02,P02084,30,42,37,0,109,-5,13.51,86.49
2026-03-05,WH05,P02562,7,16,24,3,29,8,33.33,66.67
2025-10-04,WH02,P00429,14,6,2,0,15,-4,200.0,0.0
2026-03-20,WH04,P02732,60,29,26,0,75,-3,11.54,88.46
2025-07-23,WH07,P01276,14,1,0,0,2,-1,,
2025-11-16,WH06,P04924,7,0,3,0,0,3,100.0,0.0
2025-05-03,WH06,P04206,7,0,0,0,0,0,0.0,100.0
2025-08-26,WH07,P00493,14,26,3,5,47,-23,766.67,0.0
2025-10-06,WH03,P03295,7,5,7,1,9,2,28.57,71.43
2026-07-26,WH08,P03849,60,0,18,0,0,18,100.0,0.0
2025-10-10,WH07,P02588,14,3,0,0,6,-3,,
2026-05-05,WH02,P00654,30,41,5,0,107,-36,720.0,0.0
2026-01-17,WH03,P04954,60,0,0,0,0,0,0.0,100.0
2026-07-19,WH02,P03388,60,5,1,0,13,-4,400.0,0.0
2025-03-23,WH12,P03245,60,23,32,0,60,9,28.12,71.88
2025-05-08,WH01,P03061,14,1,2,0,2,1,50.0,50.0
2026-08-13,WH04,P04154,7,1,2,0,2,1,50.0,50.0
2025-02-02,WH08,P00332,30,48,33,0,125,-15,45.45,54.55
2025-09-08,WH09,P03043,30,39,73,0,101,34,46.58,53.42
2026-08-06,WH11,P04588,14,1,6,0,2,5,83.33,16.67
2026-05-11,WH11,P03460,30,0,0,0,0,0,0.0,100.0
2025-08-04,WH07,P01869,7,4,4,1,7,0,0.0,100.0
2025-08-14,WH04,P04048,60,254,111,0,660,-143,128.83,0.0
2025-05-21,WH02,P00104,7,40,22,9,71,-18,81.82,18.18
2026-08-15,WH06,P00201,7,3,3,1,5,0,0.0,100.0
2025-09-26,WH07,P04767,30,25,31,0,63,6,19.35,80.65
2026-02-05,WH05,P03327,14,0,16,0,0,16,100.0,0.0
2025-05-05,WH06,P01259,7,0,0,0,0,0,0.0,100.0
2025-08-13,WH04,P00332,14,47,14,0,101,-33,235.71,0.0
2026-05-27,WH06,P01838,60,6,43,0,16,37,86.05,13.95
2026-06-13,WH11,P01034,60,806,461,90,1522,-345,74.84,25.16
2026-08-19,WH03,P00963,14,20,11,0,43,-9,81.82,18.18
2026-05-19,WH11,P02800,7,1,1,0,2,0,0.0,100.0
2026-05-24,WH02,P00506,60,68,135,0,177,67,49.63,50.37
2026-07-25,WH03,P01910,30,4,0,0,10,-4,,
2026-05-12,WH10,P02967,30,4,10,0,10,6,60.0,40.0
2025-06-08,WH03,P04771,14,27,16,0,58,-11,68.75,31.25
2025-08-04,WH03,P01861,7,2,0,0,4,-2,,
2026-01-26,WH10,P03919,60,4,3,0,10,-1,33.33,66.67
2026-01-24,WH10,P01810,30,0,21,0,0,21,100.0,0.0
2025-12-08,WH09,P00098,60,0,7,0,0,7,100.0,0.0
2025-07-16,WH07,P03021,60,0,0,0,0,0,0.0,100.0
2025-03-21,WH06,P02920,14,1,2,0,2,1,50.0,50.0
2025-10-02,WH04,P04054,30,0,13,0,0,13,100.0,0.0
2025-08-02,WH09,P01234,7,3,13,1,5,10,76.92,23.08
2025-06-14,WH08,P00963,7,0,0,0,0,0,0.0,100.0
2025-10-06,WH07,P03424,60,102,3,0,265,-99,3300.0,0.0
2025-08-29,WH06,P02555,30,3,0,0,8,-3,,
2025-08-01,WH11,P02432,60,32,28,0,83,-4,14.29,85.71
2025-05-14,WH07,P01072,60,0,0,0,0,0,0.0,100.0
2025-09-09,WH03,P02333,60,111,355,0,289,244,68.73,31.27
2026-09-15,WH04,P01588,14,2,1,0,4,-1,100.0,0.0
2025-05-14,WH11,P00688,14,1,0,0,3,-1,,
2026-07-06,WH11,P04107,7,7,8,3,11,1,12.5,87.5
2026-08-24,WH10,P00728,14,5,4,0,11,-1,25.0,75.0
2025-09-09,WH02,P00191,7,0,1,0,0,1,100.0,0.0
2026-02-09,WH02,P04522,60,294,168,0,623,-126,75.0,25.0
2025-03-25,WH04,P00201,14,0,5,0,0,5,100.0,0.0
2026-04-07,WH11,P00849,7,2,1,0,4,-1,100.0,0.0
2026-02-03,WH02,P02143,30,237,227,74,400,-10,4.41,95.59
2026-04-23,WH01,P03328,14,2,2,0,4,0,0.0,100.0
2025-08-03,WH01,P03683,7,4,4,0,8,0,0.0,100.0
2026-03-18,WH06,P00976,14,0,18,0,0,18,100.0,0.0
2026-07-10,WH05,P03575,7,2,1,0,4,-1,100.0,0.0
2026-08-08,WH07,P03516,60,38,32,0,94,-6,18.75,81.25
2026-05-29,WH01,P00217,7,0,2,0,0,2,100.0,0.0
2026-06-14,WH08,P00624,14,1,2,0,3,1,50.0,50.0
2025-01-20,WH11,P02100,30,0,0,0,0,0,0.0,100.0
2026-05-21,WH08,P00007,7,0,2,0,0,2,100.0,0.0
2026-05-15,WH09,P00201,14,0,3,0,0,3,100.0,0.0
2025-03-04,WH08,P00344,30,3,0,0,8,-3,,
2025-03-09,WH11,P03117,14,2,2,0,4,0,0.0,100.0
2025-12-28,WH02,P04729,14,0,6,0,0,6,100.0,0.0
2025-03-09,WH02,P00332,14,0,2,0,0,2,100.0,0.0
2025-11-15,WH05,P03847,30,3,1,0,8,-2,200.0,0.0
2025-09-21,WH05,P04436,14,0,0,0,0,0,0.0,100.0
2026-10-11,WH09,P00517,60,0,183,0,0,183,100.0,0.0
2025-01-06,WH12,P03041,7,1,0,0,2,-1,,
2025-05-01,WH03,P02671,14,14,4,0,36,-10,250.0,0.0
2025-12-03,WH01,P04271,60,0,0,0,0,0,0.0,100.0
2026-02-19,WH10,P02288,60,7,1,0,18,-6,600.0,0.0
2025-09-16,WH09,P01394,7,10,6,2,18,-4,66.67,33.33
2025-08-01,WH06,P03408,60,0,0,0,0,0,0.0,100.0
2026-07-30,WH11,P02401,60,790,1105,0,1711,315,28.51,71.49
2025-05-28,WH04,P02357,7,1,1,0,2,0,0.0,100.0
2025-12-14,WH09,P02028,7,0,1,0,0,1,100.0,0.0
2025-10-05,WH05,P00007,7,17,12,3,31,-5,41.67,58.33
2025-08-17,WH03,P02818,7,7,0,1,13,-7,,
2026-07-05,WH09,P04468,60,38,50,0,99,12,24.0,76.0
2025-01-21,WH02,P03509,30,0,14,0,0,14,100.0,0.0
2025-09-22,WH02,P01083,7,5,9,1,9,4,44.44,55.56
2026-02-27,WH12,P02466,30,8,2,0,21,-6,300.0,0.0
2025-06-05,WH09,P00814,30,0,1,0,0,1,100.0,0.0
2025-02-03,WH02,P01234,60,19,0,0,49,-19,,
2026-10-30,WH04,P02418,7,7,8,5,9,1,12.5,87.5
2025-03-11,WH06,P04224,14,14,4,0,28,-10,250.0,0.0
2026-06-23,WH06,P04050,14,3,1,0,8,-2,200.0,0.0
2025-06-14,WH12,P01956,30,25,10,0,65,-15,150.0,0.0
2025-04-07,WH01,P04793,14,2,2,0,4,0,0.0,100.0
2025-09-13,WH06,P03945,30,0,23,0,0,23,100.0,0.0
2026-05-16,WH06,P04793,14,1,0,0,2,-1,,
2026-02-04,WH03,P04264,30,0,0,0,0,0,0.0,100.0
2025-09-10,WH04,P01673,60,5,28,0,13,23,82.14,17.86
2025-10-04,WH01,P03009,14,9,2,0,19,-7,350.0,0.0
2025-01-20,WH11,P04467,30,0,3,0,0,3,100.0,0.0
2026-09-19,WH03,P02639,60,61,40,0,159,-21,52.5,47.5
2026-10-29,WH02,P00842,30,7,0,0,18,-7,,
2025-12-03,WH01,P00221,7,6,3,1,11,-3,100.0,0.0
2025-11-11,WH09,P02288,30,4,0,0,10,-4,,
2025-02-23,WH11,P04662,30,22,2,0,57,-20,1000.0,0.0
2025-08-11,WH11,P03319,30,19,16,0,49,-3,18.75,81.25
2025-03-15,WH03,P00844,30,16,45,0,35,29,64.44,35.56
2026-03-25,WH09,P03581,14,4,2,0,10,-2,100.0,0.0
2025-01-12,WH05,P01646,30,1,3,0,3,2,66.67,33.33
2026-03-18,WH04,P03788,30,26,7,0,68,-19,271.43,0.0
2026-08-31,WH06,P04077,30,21,3,0,55,-18,600.0,0.0
2025-04-02,WH11,P01567,30,4,4,0,10,0,0.0,100.0
2025-01-12,WH09,P01108,14,0,0,0,0,0,0.0,100.0
2026-09-02,WH07,P03370,7,10,10,5,15,0,0.0,100.0
2026-09-25,WH09,P01010,14,14,0,0,30,-14,,
2026-07-17,WH11,P03642,30,7,7,0,18,0,0.0,100.0
2025-08-26,WH01,P03245,30,41,24,0,107,-17,70.83,29.17
2026-07-04,WH05,P00756,30,6,0,0,16,-6,,
2025-10-07,WH09,P04960,7,3,2,1,5,-1,50.0,50.0
2025-06-17,WH06,P03643,14,1,0,0,2,-1,,
2025-03-03,WH01,P04247,30,0,9,0,0,9,100.0,0.0
2025-09-26,WH02,P03951,30,9,0,0,23,-9,,
2026-10-04,WH04,P03182,7,5,2,1,9,-3,150.0,0.0
2025-04-15,WH12,P01679,7,0,1,0,0,1,100.0,0.0
2025-06-04,WH05,P00774,14,1,0,0,3,-1,,
2026-05-16,WH12,P01508,60,3,0,0,8,-3,,
2026-01-15,WH04,P00164,30,0,2,0,0,2,100.0,0.0
2025-04-11,WH01,P04271,60,43,18,0,112,-25,138.89,0.0
2025-08-13,WH06,P01472,30,91,0,0,237,-91,,
2025-05-05,WH09,P03120,60,0,0,0,0,0,0.0,100.0
2025-06-13,WH02,P03539,14,5,4,0,11,-1,25.0,75.0
2025-09-14,WH02,P03252,14,18,13,0,39,-5,38.46,61.54
2026-09-25,WH04,P00774,30,3,2,0,8,-1,50.0,50.0
2025-06-04,WH03,P04474,60,27,29,0,70,2,6.9,93.1
2026-04-13,WH11,P01879,30,8,16,0,21,8,50.0,50.0
2025-03-16,WH04,P01495,30,12,0,0,31,-12,,
2026-05-26,WH08,P01193,30,7,14,0,18,7,50.0,50.0
2026-01-28,WH11,P02418,14,38,43,22,54,5,11.63,88.37
2025-09-13,WH01,P03521,14,1,3,0,2,2,66.67,33.33
2026-08-30,WH03,P04963,60,97,0,0,234,-97,,
2025-11-14,WH12,P01597,14,0,0,0,0,0,0.0,100.0
2025-04-07,WH08,P02401,60,233,0,0,505,-233,,
2026-04-20,WH01,P02083,60,1,0,0,3,-1,,
2025-04-25,WH08,P02401,60,673,936,0,1456,263,28.1,71.9
2025-12-13,WH08,P01922,14,9,2,0,19,-7,350.0,0.0
2026-01-06,WH02,P04718,30,2,3,0,5,1,33.33,66.67
2026-04-10,WH11,P00211,14,12,4,0,26,-8,200.0,0.0
2026-04-07,WH07,P04119,14,33,28,23,43,-5,17.86,82.14
2025-09-22,WH06,P00765,30,0,56,0,0,56,100.0,0.0
2025-01-07,WH08,P02432,14,1,4,0,2,3,75.0,25.0
2026-10-04,WH11,P00463,14,11,10,0,24,-1,10.0,90.0
2026-08-06,WH05,P03000,60,14,0,0,36,-14,,
2025-12-26,WH04,P02970,30,27,32,0,70,5,15.62,84.38
2025-06-20,WH10,P00007,14,18,0,0,39,-18,,
2025-11-24,WH09,P02852,7,2,3,0,4,1,33.33,66.67
2025-09-22,WH11,P02877,7,1,1,0,2,0,0.0,100.0
2026-06-18,WH06,P02757,7,1,1,0,2,0,0.0,100.0
2026-06-20,WH04,P04960,14,2,3,0,4,1,33.33,66.67
2025-02-03,WH09,P00673,7,3,1,1,5,-2,200.0,0.0
2025-01-25,WH11,P02962,60,41,8,0,107,-33,412.5,0.0
2026-07-22,WH04,P04937,60,38,125,0,99,87,69.6,30.4
2025-01-01,WH02,P02478,7,11,12,2,20,1,8.33,91.67
2026-05-20,WH04,P03055,14,1,5,0,2,4,80.0,20.0
2026-05-22,WH02,P04869,60,97,0,0,252,-97,,
2025-05-23,WH03,P02877,30,2,0,0,5,-2,,
2025-12-05,WH05,P02100,7,0,0,0,0,0,0.0,100.0
2026-03-05,WH01,P03703,14,15,0,0,32,-15,,
2025-08-25,WH09,P01300,14,0,26,0,0,26,100.0,0.0
2026-07-23,WH08,P03889,7,1,2,0,2,1,50.0,50.0
2026-02-08,WH01,P02227,14,5,0,0,11,-5,,
2026-02-08,WH01,P03255,30,12,22,0,31,10,45.45,54.55
2026-05-08,WH10,P02743,60,63,8,0,164,-55,687.5,0.0
2025-10-31,WH04,P01968,7,1,1,0,2,0,0.0,100.0
2025-02-04,WH08,P04837,14,9,1,0,19,-8,800.0,0.0
2026-01-25,WH04,P02855,14,5,1,0,11,-4,400.0,0.0
2026-03-28,WH07,P01884,30,0,4,0,0,4,100.0,0.0
2025-09-16,WH03,P01640,7,8,2,1,15,-6,300.0,0.0
2025-04-04,WH08,P01516,30,4,4,0,10,0,0.0,100.0
2025-04-14,WH09,P03683,7,1,4,0,2,3,75.0,25.0
2025-06-24,WH01,P01650,7,3,3,1,5,0,0.0,100.0
2025-12-27,WH04,P00626,30,31,49,0,81,18,36.73,63.27
2025-10-08,WH05,P00742,30,5,0,0,13,-5,,
2025-01-05,WH07,P02143,14,14,19,7,21,5,26.32,73.68
2026-07-15,WH03,P00818,60,1,0,0,3,-1,,
2025-09-05,WH02,P03147,60,0,26,0,0,26,100.0,0.0
2025-01-31,WH10,P04405,7,0,1,0,0,1,100.0,0.0
2025-01-15,WH06,P02679,14,1,0,0,3,-1,,
2025-12-19,WH02,P03424,14,98,35,0,196,-63,180.0,0.0
2025-03-26,WH10,P03419,60,0,175,0,0,175,100.0,0.0
2026-10-06,WH07,P02573,30,6,0,0,16,-6,,
2025-07-18,WH11,P03582,60,197,0,0,512,-197,,
2025-11-04,WH06,P02873,60,67,0,0,174,-67,,
2026-08-08,WH04,P01193,60,60,26,0,156,-34,130.77,0.0
2025-08-05,WH11,P04323,60,0,5,0,0,5,100.0,0.0
2025-04-13,WH11,P04133,60,11,5,0,29,-6,120.0,0.0
2025-05-25,WH02,P00524,14,6,11,0,13,5,45.45,54.55
2026-07-29,WH04,P04991,60,0,16,0,0,16,100.0,0.0
2025-06-29,WH11,P00385,7,1,1,0,2,0,0.0,100.0
2026-01-12,WH10,P04572,30,0,0,0,0,0,0.0,100.0
2026-08-24,WH11,P00146,30,23,4,0,60,-19,475.0,0.0
2026-07-18,WH08,P02209,30,12,31,0,31,19,61.29,38.71
2025-04-17,WH09,P04359,14,0,6,0,0,6,100.0,0.0
2025-05-09,WH02,P02364,60,9,6,0,23,-3,50.0,50.0
2025-11-27,WH08,P02701,30,5,4,0,13,-1,25.0,75.0
