purchase_order_id,supplier_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,po_status,ordered_units,received_units,unit_cost,purchase_value
PO000271,SUP201,WH11,2025-02-13,2025-03-03,2025-03-02,Partially Received,509,258,6.57,3344.13
PO000272,SUP234,WH06,2026-10-20,2026-10-27,2026-10-25,Received,231,231,10.15,2344.65
PO000273,SUP225,WH09,2026-06-29,2026-08-15,2026-08-14,Received,1386,1386,108.82,150824.52
PO000274,SUP248,WH09,2025-12-16,2026-01-15,2026-01-14,Received,92,92,71.32,6561.44
PO000275,SUP090,WH07,2025-03-05,2025-04-02,2025-03-30,Received,175,175,27.76,4858.0
PO000276,SUP057,WH06,2025-11-02,2025-12-16,2025-12-15,Received,393,393,5.96,2342.28
PO000277,SUP171,WH02,2025-10-11,2025-12-08,2025-12-08,Received,221,221,12.56,2775.76
PO000278,SUP247,WH04,2026-02-10,2026-02-15,2026-02-15,Received,387,387,8.69,3363.03
PO000279,SUP158,WH11,2026-05-20,2026-06-13,2026-06-12,Received,311,311,6.08,1890.88
PO000280,SUP192,WH08,2025-10-18,2025-12-27,2025-12-24,Received,203,203,30.05,6100.15
PO000281,SUP222,WH08,2025-11-06,2025-12-21,2025-12-21,Received,331,331,7.96,2634.76
PO000282,SUP171,WH05,2026-05-15,2026-07-10,2026-07-10,Received,189,189,14.29,2700.81
PO000283,SUP040,WH08,2026-07-12,2026-08-01,2026-08-01,Received,337,337,12.0,4044.0
PO000284,SUP081,WH01,2025-07-12,2025-07-21,2025-07-20,Received,157,157,18.64,2926.48
PO000285,SUP084,WH08,2025-05-06,2025-06-26,2025-06-26,Received,321,321,9.28,2978.88
PO000286,SUP274,WH08,2025-05-15,2025-06-02,2025-05-31,Received,429,429,9.19,3942.51
PO000287,SUP050,WH09,2025-06-10,2025-08-10,2025-08-10,Partially Received,170,147,12.28,2087.6
PO000288,SUP064,WH05,2025-04-24,2025-05-07,2025-05-04,Received,852,852,2.23,1899.96
PO000289,SUP218,WH05,2026-05-15,2026-07-11,2026-07-08,Received,235,235,17.4,4089.0
PO000290,SUP027,WH11,2025-09-30,2025-11-18,2025-11-18,Received,381,381,9.2,3505.2
PO000291,SUP179,WH09,2025-05-20,2025-06-07,2025-06-04,Received,416,416,5.95,2475.2
PO000292,SUP196,WH06,2026-05-15,2026-06-13,2026-06-12,Received,63,63,211.18,13304.34
PO000293,SUP270,WH05,2026-11-08,2026-12-02,2026-11-30,Received,141,141,13.47,1899.27
PO000294,SUP018,WH08,2025-11-05,2025-12-16,2025-12-19,Partially Received,397,285,9.52,3779.44
PO000295,SUP028,WH07,2025-07-17,2025-09-02,2025-08-30,Received,205,205,16.24,3329.2
PO000296,SUP220,WH09,2025-02-06,2025-04-14,2025-04-12,Received,498,498,5.73,2853.54
PO000297,SUP147,WH09,2026-05-05,2026-05-29,2026-05-26,Partially Received,173,156,14.55,2517.15
PO000298,SUP138,WH05,2026-10-03,2026-10-20,2026-10-19,Received,465,465,6.66,3096.9
PO000299,SUP012,WH08,2026-06-01,2026-06-28,2026-06-25,Received,185,185,18.8,3478.0
PO000300,SUP115,WH07,2025-02-23,2025-03-30,2025-03-30,Received,261,261,12.79,3338.19
PO000301,SUP121,WH11,2026-09-30,2026-10-16,2026-10-15,Received,90,90,55.86,5027.4
PO000302,SUP055,WH12,2025-08-10,2025-08-22,2025-08-22,Received,170,170,21.61,3673.7
PO000303,SUP258,WH04,2025-05-18,2025-06-24,2025-06-23,Received,345,345,6.36,2194.2
PO000304,SUP061,WH02,2025-04-24,2025-05-10,2025-05-10,Received,6126,6126,9.26,56726.76
PO000305,SUP061,WH08,2026-08-28,2026-09-13,2026-09-10,Received,19835,19835,9.6,190416.0
PO000306,SUP193,WH10,2026-06-23,2026-07-28,2026-07-27,Received,457,457,5.51,2518.07
PO000307,SUP140,WH11,2026-06-22,2026-07-13,2026-07-11,Partially Received,661,424,5.34,3529.74
PO000308,SUP245,WH07,2026-07-10,2026-07-23,2026-07-26,Received,97,97,35.92,3484.24
PO000309,SUP180,WH04,2026-08-14,2026-08-29,2026-08-27,Received,261,261,6.15,1605.15
PO000310,SUP143,WH11,2025-07-31,2025-09-13,2025-09-10,Received,581,581,9.19,5339.39
PO000311,SUP258,WH01,2026-04-06,2026-05-15,2026-05-14,Received,355,355,8.87,3148.85
PO000312,SUP032,WH11,2026-04-30,2026-06-17,2026-06-17,Received,699,699,2.49,1740.51
PO000313,SUP171,WH11,2026-10-25,2026-12-19,2026-12-17,Received,1214,1214,7.47,9068.58
PO000314,SUP171,WH05,2025-08-11,2025-10-08,2025-10-06,Received,440,440,5.67,2494.8
PO000315,SUP064,WH09,2026-02-24,2026-03-07,2026-03-07,Received,111,111,21.28,2362.08
PO000316,SUP294,WH11,2026-01-22,2026-03-01,2026-02-28,Partially Received,569,416,4.73,2691.37
PO000317,SUP159,WH02,2025-12-24,2026-01-08,2026-01-10,Received,840,840,6.96,5846.4
PO000318,SUP156,WH11,2026-08-22,2026-09-13,2026-09-12,Received,206,206,49.98,10295.88
PO000319,SUP222,WH04,2026-01-18,2026-03-04,2026-03-02,Received,331,331,8.23,2724.13
PO000320,SUP104,WH08,2025-06-11,2025-07-02,2025-07-02,Received,64,64,55.0,3520.0
PO000321,SUP211,WH04,2026-08-26,2026-09-21,2026-09-18,Received,299,299,4.44,1327.56
PO000322,SUP071,WH12,2025-09-29,2025-10-25,2025-10-25,Received,248,248,28.3,7018.4
PO000323,SUP195,WH11,2026-01-06,2026-03-06,2026-03-03,Received,194,194,14.19,2752.86
PO000324,SUP017,WH02,2026-10-12,2026-10-28,2026-10-28,Partially Received,772,398,2.57,1984.04
PO000325,SUP159,WH06,2026-02-27,2026-03-12,2026-03-12,Received,472,472,6.17,2912.24
PO000326,SUP047,WH11,2025-01-11,2025-02-13,2025-02-12,Received,610,610,6.1,3721.0
PO000327,SUP245,WH11,2026-03-01,2026-03-16,2026-03-13,Received,287,287,9.74,2795.38
PO000328,SUP225,WH09,2025-11-02,2025-12-19,2025-12-16,Partially Received,1397,616,104.28,145679.16
PO000329,SUP075,WH02,2026-10-28,2026-11-18,2026-11-17,Received,179,179,25.79,4616.41
PO000330,SUP098,WH06,2025-10-19,2025-12-17,2025-12-14,Received,141,141,57.64,8127.24
PO000331,SUP115,WH02,2026-12-08,2027-01-23,,In Transit,552,0,3.11,1716.72
PO000332,SUP292,WH04,2025-11-06,2025-12-06,2025-12-05,Received,583,583,11.58,6751.14
PO000333,SUP159,WH03,2026-04-29,2026-05-13,2026-05-12,Received,253,253,26.68,6750.04
PO000334,SUP061,WH08,2026-10-30,2026-11-15,2026-11-12,Received,10236,10236,9.58,98060.88
PO000335,SUP231,WH02,2025-04-24,2025-05-11,2025-05-10,Received,310,310,4.88,1512.8
PO000336,SUP258,WH03,2026-10-10,2026-11-16,2026-11-14,Received,247,247,7.13,1761.11
PO000337,SUP158,WH07,2026-02-18,2026-03-13,2026-03-13,Received,618,618,2.42,1495.56
PO000338,SUP274,WH02,2025-10-17,2025-11-05,2025-11-04,Received,254,254,95.27,24198.58
PO000339,SUP161,WH07,2026-02-19,2026-03-28,2026-03-25,Received,89,89,32.73,2912.97
PO000340,SUP274,WH02,2026-06-04,2026-06-26,2026-07-01,Partially Received,581,232,3.94,2289.14
PO000341,SUP194,WH02,2025-04-25,2025-04-28,2025-04-27,Received,145,145,14.23,2063.35
PO000342,SUP061,WH08,2025-08-24,2025-09-09,2025-09-08,Received,22107,22107,9.52,210458.64
PO000343,SUP218,WH08,2026-07-28,2026-09-18,2026-09-16,Received,396,396,2.53,1001.88
PO000344,SUP178,WH06,2026-02-06,2026-03-17,2026-03-15,Received,101,101,93.8,9473.8
PO000345,SUP143,WH09,2026-12-25,2027-02-16,,In Transit,166,0,20.17,3348.22
PO000346,SUP274,WH05,2025-02-06,2025-02-23,2025-02-21,Received,516,516,2.68,1382.88
PO000347,SUP018,WH04,2025-03-31,2025-05-11,,Cancelled,367,0,9.62,3530.54
PO000348,SUP008,WH04,2026-07-19,2026-08-07,2026-08-04,Received,201,201,11.1,2231.1
PO000349,SUP215,WH08,2025-07-11,2025-07-25,2025-07-24,Received,169,169,18.95,3202.55
PO000350,SUP258,WH02,2026-03-01,2026-04-16,2026-04-14,Received,245,245,19.84,4860.8
PO000351,SUP258,WH01,2026-11-27,2027-01-05,,In Transit,94,0,23.43,2202.42
PO000352,SUP039,WH11,2026-04-05,2026-05-26,2026-05-26,Received,286,286,7.93,2267.98
PO000353,SUP185,WH02,2026-09-05,2026-09-22,2026-09-21,Received,190,190,11.65,2213.5
PO000354,SUP294,WH08,2026-04-13,2026-05-20,2026-05-22,Received,160,160,26.12,4179.2
PO000355,SUP210,WH10,2025-09-08,2025-09-28,2025-09-26,Received,221,221,8.23,1818.83
PO000356,SUP251,WH03,2025-06-14,2025-06-25,2025-06-25,Received,292,292,6.53,1906.76
PO000357,SUP171,WH09,2026-10-08,2026-12-08,2026-12-06,Received,215,215,9.85,2117.75
PO000358,SUP071,WH04,2025-04-08,2025-05-04,2025-05-02,Received,248,248,27.45,6807.6
PO000359,SUP211,WH01,2025-09-26,2025-10-19,2025-10-17,Partially Received,231,189,13.64,3150.84
PO000360,SUP241,WH08,2025-09-22,2025-10-17,2025-10-17,Received,438,438,2.73,1195.74
PO000361,SUP233,WH10,2026-10-04,2026-10-28,2026-10-25,Received,818,818,3.16,2584.88
PO000362,SUP102,WH01,2026-11-08,2026-11-22,2026-11-19,Received,404,404,11.16,4508.64
PO000363,SUP288,WH04,2025-10-25,2025-12-07,2025-12-19,Received,550,550,20.56,11308.0
PO000364,SUP274,WH01,2025-08-27,2025-09-15,2025-09-14,Partially Received,482,374,3.68,1773.76
PO000365,SUP084,WH11,2026-06-26,2026-08-11,2026-08-09,Received,435,435,6.29,2736.15
PO000366,SUP236,WH03,2026-02-27,2026-03-01,2026-02-28,Received,195,195,7.57,1476.15
PO000367,SUP115,WH06,2025-01-20,2025-02-28,2025-03-02,Received,264,264,12.71,3355.44
PO000368,SUP022,WH06,2026-04-10,2026-06-06,2026-06-04,Received,268,268,12.57,3368.76
PO000369,SUP108,WH08,2025-04-07,2025-05-26,,Cancelled,349,0,13.8,4816.2
PO000370,SUP068,WH10,2026-05-22,2026-06-25,2026-06-22,Received,382,382,5.16,1971.12
PO000371,SUP102,WH02,2025-07-01,2025-07-20,2025-07-18,Received,212,212,13.43,2847.16
PO000372,SUP010,WH09,2025-02-01,2025-03-15,2025-03-15,Received,285,285,3.9,1111.5
PO000373,SUP022,WH07,2025-11-12,2026-01-05,2026-01-09,Received,397,397,7.73,3068.81
PO000374,SUP194,WH02,2025-01-06,2025-01-09,2025-01-08,Received,484,484,65.91,31900.44
PO000375,SUP018,WH01,2026-11-09,2027-01-03,2027-01-03,Received,198,198,8.66,1714.68
PO000376,SUP052,WH11,2026-04-21,2026-06-24,2026-06-22,Received,233,233,12.05,2807.65
PO000377,SUP134,WH09,2025-09-08,2025-10-05,2025-10-05,Received,344,344,4.83,1661.52
PO000378,SUP245,WH09,2025-12-26,2026-01-10,2026-01-08,Received,429,429,9.44,4049.76
PO000379,SUP249,WH09,2025-07-29,2025-08-20,2025-08-19,Partially Received,363,305,10.01,3633.63
PO000380,SUP215,WH01,2026-06-03,2026-06-14,2026-06-14,Received,512,512,1.53,783.36
PO000381,SUP052,WH05,2026-03-25,2026-05-31,2026-05-31,Received,328,328,23.89,7835.92
PO000382,SUP264,WH04,2025-09-13,2025-10-14,2025-10-16,Received,466,466,4.17,1943.22
PO000383,SUP008,WH07,2026-02-10,2026-03-01,2026-02-28,Received,176,176,13.88,2442.88
PO000384,SUP008,WH01,2026-02-18,2026-03-07,2026-03-13,Received,174,174,14.1,2453.4
PO000385,SUP030,WH08,2026-10-07,2026-10-16,2026-10-16,Received,297,297,10.1,2999.7
PO000386,SUP012,WH02,2025-06-23,2025-07-20,2025-07-20,Received,204,204,18.87,3849.48
PO000387,SUP270,WH08,2025-05-07,2025-05-30,2025-05-29,Received,412,412,2.81,1157.72
PO000388,SUP061,WH01,2026-09-22,2026-10-08,2026-10-06,Received,6451,6451,9.62,62058.62
PO000389,SUP190,WH03,2025-04-10,2025-05-30,2025-05-30,Received,88,88,88.3,7770.4
PO000390,SUP057,WH09,2025-01-25,2025-03-15,2025-03-20,Received,931,931,1.81,1685.11
PO000391,SUP075,WH11,2025-03-10,2025-04-03,2025-03-31,Received,1216,1216,5.55,6748.8
PO000392,SUP018,WH09,2025-12-17,2026-02-03,2026-01-31,Received,365,365,6.97,2544.05
PO000393,SUP084,WH12,2025-03-22,2025-05-14,2025-05-13,Received,204,204,15.91,3245.64
PO000394,SUP005,WH01,2026-12-02,2027-01-11,,In Transit,100,0,40.5,4050.0
PO000395,SUP104,WH07,2026-08-27,2026-09-20,2026-09-19,Received,338,338,10.45,3532.1
PO000396,SUP061,WH01,2026-12-17,2027-01-02,,In Transit,12501,0,9.75,121884.75
PO000397,SUP159,WH09,2026-02-17,2026-03-04,2026-03-17,Received,77,77,109.04,8396.08
PO000398,SUP171,WH09,2025-09-13,2025-11-04,2025-11-03,Received,856,856,2.64,2259.84
PO000399,SUP211,WH03,2026-10-28,2026-11-23,2026-11-21,Received,478,478,4.09,1955.02
PO000400,SUP218,WH09,2025-12-19,2026-02-03,2026-02-02,Received,257,257,6.88,1768.16
PO000401,SUP245,WH11,2025-02-06,2025-02-22,2025-02-20,Received,177,177,24.92,4410.84
PO000402,SUP103,WH07,2026-06-15,2026-07-09,2026-07-07,Received,138,138,150.1,20713.8
PO000403,SUP274,WH06,2026-07-06,2026-07-23,2026-07-24,Received,450,450,2.63,1183.5
PO000404,SUP001,WH10,2026-02-21,2026-03-05,2026-03-05,Received,457,457,7.62,3482.34
PO000405,SUP258,WH01,2026-12-02,2027-01-19,,In Transit,242,0,7.15,1730.3
PO000406,SUP261,WH01,2026-05-28,2026-07-29,2026-07-29,Received,288,288,4.79,1379.52
PO000407,SUP171,WH01,2026-05-15,2026-07-13,2026-07-13,Partially Received,690,539,2.59,1787.1
PO000408,SUP027,WH01,2026-06-20,2026-07-29,2026-07-28,Received,665,665,2.22,1476.3
PO000409,SUP231,WH09,2026-07-23,2026-08-09,2026-08-09,Partially Received,472,342,4.91,2317.52
PO000410,SUP274,WH07,2025-11-17,2025-12-06,2025-12-06,Received,363,363,3.56,1292.28
PO000411,SUP061,WH11,2026-07-02,2026-07-18,2026-07-18,Received,18926,18926,9.51,179986.26
PO000412,SUP196,WH06,2025-07-23,2025-08-21,2025-08-21,Received,218,218,208.7,45496.6
PO000413,SUP225,WH11,2025-06-12,2025-07-29,2025-07-26,Received,3280,3280,109.06,357716.8
PO000414,SUP274,WH09,2025-10-24,2025-11-11,2025-11-12,Partially Received,252,130,18.2,4586.4
PO000415,SUP171,WH02,2025-08-23,2025-10-14,2025-10-14,Partially Received,153,137,31.73,4854.69
PO000416,SUP018,WH09,2025-06-14,2025-07-28,2025-07-26,Received,514,514,2.58,1326.12
PO000417,SUP061,WH04,2026-12-25,2027-01-10,,In Transit,9201,0,9.72,89433.72
PO000418,SUP220,WH02,2025-07-15,2025-09-20,2025-09-18,Received,401,401,5.85,2345.85
PO000419,SUP102,WH12,2025-05-08,2025-05-26,2025-05-26,Received,704,704,3.06,2154.24
PO000420,SUP008,WH12,2026-04-02,2026-04-21,2026-04-21,Received,354,354,9.29,3288.66
PO000421,SUP258,WH01,2025-07-03,2025-08-15,2025-08-13,Received,473,473,4.38,2071.74
PO000422,SUP218,WH03,2026-09-27,2026-11-22,2026-11-19,Partially Received,217,191,25.24,5477.08
PO000423,SUP127,WH08,2026-06-05,2026-07-04,2026-07-03,Received,559,559,4.06,2269.54
PO000424,SUP274,WH07,2026-10-31,2026-11-22,2026-11-21,Received,396,396,6.46,2558.16
PO000425,SUP220,WH12,2026-05-23,2026-07-23,2026-07-22,Received,392,392,24.37,9553.04
PO000426,SUP159,WH11,2026-04-03,2026-04-16,2026-04-13,Partially Received,252,135,6.06,1527.12
PO000427,SUP064,WH10,2026-07-04,2026-07-13,2026-07-11,Received,242,242,13.24,3204.08
PO000428,SUP147,WH05,2025-04-15,2025-05-06,2025-05-06,Received,517,517,5.89,3045.13
PO000429,SUP138,WH06,2025-01-01,2025-01-18,2025-01-15,Received,238,238,11.19,2663.22
PO000430,SUP158,WH11,2026-12-13,2027-01-02,,In Transit,941,0,1.54,1449.14
PO000431,SUP102,WH02,2026-02-22,2026-03-09,2026-03-07,Received,177,177,20.37,3605.49
PO000432,SUP084,WH12,2025-03-16,2025-05-02,2025-05-02,Received,142,142,44.09,6260.78
PO000433,SUP018,WH08,2026-03-16,2026-04-26,2026-04-25,Received,566,566,9.55,5405.3
PO000434,SUP012,WH11,2025-08-25,2025-09-26,2025-09-29,Received,320,320,11.98,3833.6
PO000435,SUP008,WH12,2026-04-16,2026-05-05,2026-05-18,Received,460,460,12.21,5616.6
PO000436,SUP261,WH02,2026-06-17,2026-08-20,2026-08-18,Received,114,114,45.03,5133.42
PO000437,SUP211,WH04,2025-06-12,2025-07-05,2025-07-05,Received,765,765,2.57,1966.05
PO000438,SUP153,WH12,2025-07-14,2025-08-27,2025-08-27,Received,145,145,62.65,9084.25
PO000439,SUP274,WH07,2026-07-05,2026-07-25,2026-07-24,Received,191,191,26.98,5153.18
PO000440,SUP148,WH09,2025-10-02,2025-10-27,2025-10-26,Received,426,426,5.64,2402.64
PO000441,SUP115,WH01,2025-07-08,2025-08-13,2025-08-13,Partially Received,608,403,4.26,2590.08
PO000442,SUP174,WH02,2025-01-19,2025-02-12,2025-02-12,Received,360,360,7.63,2746.8
PO000443,SUP191,WH04,2026-04-30,2026-06-20,2026-06-18,Received,534,534,4.31,2301.54
PO000444,SUP040,WH02,2026-06-11,2026-07-01,2026-06-28,Received,320,320,11.68,3737.6
PO000445,SUP183,WH06,2026-03-14,2026-04-06,2026-04-04,Received,256,256,6.06,1551.36
PO000446,SUP235,WH11,2025-06-27,2025-08-14,2025-08-13,Received,237,237,12.42,2943.54
PO000447,SUP077,WH05,2025-01-03,2025-01-23,2025-01-20,Received,341,341,12.43,4238.63
PO000448,SUP097,WH08,2025-05-06,2025-06-29,2025-06-28,Received,614,614,2.1,1289.4
PO000449,SUP245,WH11,2025-05-19,2025-06-03,2025-06-02,Received,583,583,9.44,5503.52
PO000450,SUP005,WH11,2026-04-06,2026-05-07,2026-05-06,Received,277,277,16.82,4659.14
PO000451,SUP084,WH08,2026-03-16,2026-05-04,2026-05-04,Partially Received,385,240,6.78,2610.3
PO000452,SUP028,WH01,2025-08-01,2025-09-15,2025-09-12,Received,206,206,8.17,1683.02
PO000453,SUP241,WH07,2025-06-01,2025-06-23,2025-06-22,Received,281,281,10.34,2905.54
PO000454,SUP069,WH09,2026-12-14,2027-01-22,,In Transit,461,0,5.22,2406.42
PO000455,SUP019,WH05,2025-04-30,2025-05-13,2025-05-12,Received,150,150,13.05,1957.5
PO000456,SUP290,WH04,2026-12-16,2027-01-19,,In Transit,426,0,5.46,2325.96
PO000457,SUP135,WH11,2025-08-06,2025-08-15,2025-08-14,Received,96,96,41.26,3960.96
PO000458,SUP218,WH04,2025-06-02,2025-08-02,2025-08-01,Received,675,675,23.68,15984.0
PO000459,SUP102,WH01,2026-02-22,2026-03-08,2026-03-08,Received,846,846,11.15,9432.9
PO000460,SUP064,WH09,2025-07-12,2025-07-24,2025-07-23,Received,689,689,2.44,1681.16
PO000461,SUP061,WH11,2025-10-04,2025-10-20,2025-10-19,Received,4913,4913,9.26,45494.38
PO000462,SUP197,WH08,2026-05-17,2026-06-03,2026-06-03,Received,762,762,2.37,1805.94
PO000463,SUP159,WH03,2025-12-08,2025-12-22,2025-12-22,Received,432,432,3.28,1416.96
PO000464,SUP140,WH02,2026-11-03,2026-11-24,2026-11-22,Received,604,604,5.3,3201.2
PO000465,SUP247,WH09,2025-06-09,2025-06-14,2025-06-11,Received,90,90,88.94,8004.6
PO000466,SUP211,WH04,2026-11-12,2026-12-11,2026-12-11,Received,320,320,5.66,1811.2
PO000467,SUP159,WH04,2025-07-20,2025-08-04,2025-08-01,Partially Received,74,55,74.24,5493.76
PO000468,SUP052,WH04,2025-11-09,2026-01-08,2026-01-05,Received,468,468,4.28,2003.04
PO000469,SUP115,WH04,2025-06-17,2025-07-21,2025-07-20,Received,238,238,8.76,2084.88
PO000470,SUP102,WH11,2026-07-22,2026-08-09,2026-08-09,Received,371,371,3.33,1235.43
PO000471,SUP253,WH11,2025-10-12,2025-12-06,2025-12-05,Partially Received,405,261,7.57,3065.85
PO000472,SUP104,WH06,2025-09-28,2025-10-21,2025-10-18,Received,133,133,38.01,5055.33
PO000473,SUP253,WH06,2026-02-12,2026-04-08,2026-04-07,Received,408,408,7.79,3178.32
PO000474,SUP030,WH03,2025-06-29,2025-07-07,2025-07-06,Received,253,253,12.39,3134.67
PO000475,SUP241,WH04,2026-05-31,2026-06-21,2026-06-21,Received,361,361,7.68,2772.48
PO000476,SUP174,WH09,2026-09-13,2026-10-06,2026-10-06,Received,197,197,7.43,1463.71
PO000477,SUP218,WH11,2025-12-27,2026-02-20,2026-02-19,Received,270,270,12.84,3466.8
PO000478,SUP215,WH09,2025-06-22,2025-07-03,2025-07-01,Received,307,307,10.78,3309.46
PO000479,SUP281,WH04,2025-03-12,2025-04-14,2025-04-12,Received,380,380,4.15,1577.0
PO000480,SUP008,WH02,2025-08-02,2025-08-22,2025-08-22,Received,349,349,4.46,1556.54
PO000481,SUP116,WH12,2025-04-10,2025-04-25,2025-04-24,Partially Received,199,147,14.99,2983.01
PO000482,SUP022,WH09,2025-07-04,2025-09-06,2025-09-03,Received,594,594,2.77,1645.38
PO000483,SUP171,WH09,2026-01-11,2026-03-11,2026-03-08,Received,335,335,4.42,1480.7
PO000484,SUP018,WH03,2026-07-28,2026-09-21,2026-09-19,Received,223,223,9.0,2007.0
PO000485,SUP019,WH02,2026-02-20,2026-03-06,2026-03-06,Received,337,337,5.05,1701.85
PO000486,SUP056,WH09,2026-05-16,2026-05-24,2026-05-29,Received,341,341,5.07,1728.87
PO000487,SUP027,WH01,2025-07-17,2025-09-04,2025-09-04,Partially Received,450,166,9.0,4050.0
PO000488,SUP262,WH08,2025-01-26,2025-02-12,2025-02-12,Partially Received,578,313,4.13,2387.14
PO000489,SUP052,WH11,2025-12-11,2026-02-16,2026-02-15,Received,196,196,24.55,4811.8
PO000490,SUP245,WH04,2025-12-25,2026-01-10,2026-01-08,Received,163,163,24.51,3995.13
PO000491,SUP052,WH06,2026-08-28,2026-10-16,2026-10-14,Received,244,244,20.72,5055.68
PO000492,SUP034,WH07,2026-10-24,2026-12-08,2026-12-08,Received,230,230,8.88,2042.4
PO000493,SUP181,WH02,2026-10-12,2026-10-25,2026-10-24,Received,688,688,2.4,1651.2
PO000494,SUP115,WH08,2026-04-13,2026-05-28,2026-05-28,Received,117,117,73.16,8559.72
PO000495,SUP030,WH04,2026-01-02,2026-01-11,2026-01-08,Received,124,124,27.4,3397.6
PO000496,SUP152,WH04,2025-02-06,2025-02-15,2025-02-12,Received,171,171,19.49,3332.79
PO000497,SUP109,WH12,2025-08-24,2025-10-04,2025-10-01,Received,409,409,10.04,4106.36
PO000498,SUP241,WH01,2025-11-20,2025-12-15,2025-12-13,Received,247,247,14.48,3576.56
PO000499,SUP114,WH06,2026-05-28,2026-06-03,2026-06-03,Received,207,207,31.9,6603.3
PO000500,SUP082,WH06,2025-12-02,2025-12-12,2025-12-09,Received,205,205,23.55,4827.75
PO000501,SUP003,WH09,2025-09-21,2025-09-29,2025-09-26,Received,641,641,3.62,2320.42
PO000502,SUP032,WH11,2025-11-20,2026-01-01,2026-01-01,Received,228,228,8.03,1830.84
PO000503,SUP061,WH08,2025-11-15,2025-12-01,2025-11-28,Received,8521,8521,9.76,83164.96
PO000504,SUP022,WH03,2026-02-26,2026-04-18,2026-04-26,Received,166,166,19.6,3253.6
PO000505,SUP046,WH09,2025-06-06,2025-06-25,2025-06-25,Received,293,293,22.95,6724.35
PO000506,SUP115,WH09,2025-08-09,2025-09-23,2025-09-20,Received,100,100,72.28,7228.0
PO000507,SUP196,WH07,2025-04-24,2025-05-27,2025-05-27,Received,459,459,7.04,3231.36
PO000508,SUP050,WH11,2025-03-09,2025-05-16,,Cancelled,589,0,8.0,4712.0
PO000509,SUP115,WH09,2025-05-09,2025-06-19,2025-06-16,Received,347,347,9.88,3428.36
PO000510,SUP032,WH11,2025-01-31,2025-03-20,2025-03-19,Received,919,919,2.45,2251.55
PO000511,SUP061,WH04,2025-06-28,2025-07-14,2025-07-13,Received,8581,8581,9.37,80403.97
PO000512,SUP073,WH07,2025-11-21,2025-12-10,2025-12-08,Received,83,83,132.3,10980.9
PO000513,SUP117,WH06,2026-11-20,2026-11-30,,In Transit,153,0,45.36,6940.08
PO000514,SUP028,WH11,2026-10-16,2026-12-07,2026-12-04,Received,55,55,194.0,10670.0
PO000515,SUP274,WH09,2026-04-23,2026-05-10,2026-05-08,Received,99,99,52.72,5219.28
PO000516,SUP040,WH04,2025-12-05,2025-12-25,2025-12-22,Received,457,457,12.08,5520.56
PO000517,SUP144,WH08,2026-12-08,2027-01-01,,In Transit,188,0,10.28,1932.64
PO000518,SUP225,WH09,2025-12-07,2026-01-23,2026-01-23,Received,1836,1836,107.71,197755.56
PO000519,SUP242,WH08,2025-02-25,2025-03-06,2025-03-03,Received,210,210,6.74,1415.4
PO000520,SUP030,WH06,2025-06-05,2025-06-14,2025-06-12,Received,1042,1042,5.02,5230.84
PO000521,SUP274,WH07,2025-10-24,2025-11-12,2025-11-12,Received,487,487,2.02,983.74
PO000522,SUP171,WH11,2025-12-26,2026-02-20,2026-02-17,Received,178,178,28.24,5026.72
PO000523,SUP225,WH02,2026-10-19,2026-12-05,2026-12-02,Received,2294,2294,105.0,240870.0
PO000524,SUP121,WH11,2026-11-03,2026-11-19,2026-11-18,Received,90,90,59.17,5325.3
PO000525,SUP154,WH02,2026-08-25,2026-09-05,2026-09-11,Received,718,718,2.06,1479.08
PO000526,SUP117,WH09,2026-03-10,2026-03-21,2026-03-19,Received,302,302,10.45,3155.9
PO000527,SUP115,WH07,2025-08-14,2025-09-20,2025-09-19,Received,612,612,3.66,2239.92
PO000528,SUP102,WH11,2026-10-09,2026-10-28,2026-10-27,Received,384,384,24.96,9584.64
PO000529,SUP090,WH01,2025-05-26,2025-06-19,2025-06-16,Received,474,474,9.0,4266.0
PO000530,SUP149,WH03,2026-11-30,2027-01-23,,In Transit,251,0,4.35,1091.85
PO000531,SUP274,WH09,2026-04-20,2026-05-06,2026-05-05,Received,80,80,45.15,3612.0
